ICDO32_Code	Term	PrefTerm
8403/3	Malignant neoplasm arising from pre-existing spiradenocylindroma	NULL
8403/3	Malignant neoplasm arising from pre-existing spiradenoma	NULL
8403/3	Malignant neoplasm arising from spiradenocylindroma	NULL
8403/3	Malignant neoplasm arising from spiradenoma	NULL
8403/3	Spiradenocarcinoma	NULL
8403/3	Spiradenocylindrocarcinoma	NULL
8404/0	Apocrine hidrocystoma	NULL
8404/0	Eccrine cystadenoma	NULL
8404/0	Eccrine hidrocystoma	NULL
8404/0	Hidrocystadenoma	NULL
8404/0	Hidrocystoma	1
8404/0	Hidrocystoma, ductal	NULL
8404/0	Hidrocystoma/cystadenoma	NULL
8405/0	Hidradenoma papilliferum	NULL
8405/0	Papillary hidradenoma	1
8406/0	Papillary syringadenoma	NULL
8406/0	Papillary syringocystadenoma	NULL
8406/0	Sialadenoma papilliferum	NULL
8406/0	Syringocystadenoma papilliferum	1
8406/3	Syringocystadenocarcinoma papilliferum	1
8407/0	Infiltrating syringomatous adenoma of nipple	NULL
8407/0	Syringoma, NOS	1
8407/0	Syringomatous adenoma of nipple	NULL
8407/0	Syringomatous tumor	NULL
8407/0	Syringomatous tumor of nipple	NULL
8407/3	Microcystic adnexal carcinoma	1
8407/3	Sclerosing microcystic adenocarcinoma	NULL
8407/3	Sclerosing sweat duct carcinoma	NULL
8407/3	Sclerosing sweat duct-like carcinoma	NULL
8407/3	Syringomatous adenocarcinoma	NULL
8407/3	Syringomatous carcinoma	NULL
8408/0	Eccrine papillary adenoma	1
8408/3	Aggressive digital papillary adenoma	NULL
8408/3	Digital papillary adenocarcinoma	1
8408/3	Digital papillary carcinoma	NULL
8408/3	Eccrine papillary adenocarcinoma	NULL
8409/0	Apocrine poroma	NULL
8409/0	Eccrine poroma, NOS	NULL
8409/0	Poroma	1
8409/2	Porocarcinoma in situ	1
8409/3	Eccrine poroma, malignant	NULL
8409/3	Porocarcinoma, NOS	1
8410/0	Sebaceoma	1
8410/0	Sebaceous adenoma	NULL
8410/0	Sebaceous epithelioma	NULL
8410/3	Meibomian gland carcinoma, periocular	NULL
8410/3	Sebaceous adenocarcinoma	NULL
8410/3	Sebaceous carcinoma	1
8413/3	Eccrine adenocarcinoma	1
8420/0	Ceruminous adenoma	1
8420/0	Ceruminous pleomorphic adenoma	NULL
8420/0	Ceruminous syringocystadenoma papilliferum	NULL
8420/3	Ceruminous adenocarcinoma	1
8420/3	Ceruminous adenoid cystic carcinoma	NULL
8420/3	Ceruminous carcinoma	NULL
8420/3	Ceruminous mucoepidermoid carcinoma	NULL
8430/1	Mucoepidermoid tumor	1
8430/3	Mucoepidermoid carcinoma	1
8430/3	Mucoepidermoid carcinoma, oncocytic	NULL
8430/3	Mucoepidermoid carcinoma, Warthin-like	NULL
8430/3	Oncocytic mucoepidermoid carcinoma	NULL
8430/3	Sclerosing mucoepidermoid carcinoma with eosinophilia	NULL
8430/3	Warthin-like mucoepidermoid carcinoma	NULL
8440/0	Cystadenoma of the epididymis	NULL
8440/0	Cystadenoma, NOS	1
8440/0	Cystadenoma, oncocytic	NULL
8440/0	Cystoma, NOS	NULL
8440/0	Oncocytic cystadenoma	NULL
8440/3	Cystadenocarcinoma, NOS	1
8441/0	Macrocystic (oligocystic) serous cystadenoma	NULL
8441/0	Microcystic serous adenoma	NULL
8441/0	Mixed serous-neuroendocrine neoplasm	NULL
8441/0	Papillary serous cystadenoma, NOS	NULL
8441/0	Serous cystadenoma, NOS	1
8441/0	Serous cystoma	NULL
8441/0	Serous microcystic adenoma	NULL
8441/0	Solid serous adenoma	NULL
8441/0	Von Hippel–Lindau syndrome–associated serous cystic neoplasm	NULL
8441/2	Serous endometrial intraepithelial carcinoma	NULL
8441/2	Serous endometrial intraepithelial carcinoma (SEIC)	NULL
8441/2	Serous intraepithelial carcinoma	NULL
8441/2	Serous tubal intraepithelial carcinoma (STIC)	NULL
8441/3	Malignant serous adenofibroma	NULL
8441/3	Malignant serous cystadenofibroma	NULL
8441/3	Mixed serous-neuroendocrine neoplasm	NULL
8441/3	Papillary serous adenocarcinoma	NULL
8441/3	Papillary serous cystadenocarcinoma	NULL
8441/3	Serous adenocarcinofibroma	NULL
8441/3	Serous adenocarcinoma, NOS	NULL
8441/3	Serous carcinoma, NOS	1
8441/3	Serous cystadenocarcinofibroma	NULL
8441/3	Serous cystadenocarcinoma, NOS	NULL
8441/3	Serous papillary adenocarcinoma, NOS	NULL
8441/3	Serous surface papillary carcinoma	NULL
8442/1	Atypical proliferative papillary serous tumor	NULL
8442/1	Papillary serous cystadenoma, borderline malignancy	NULL
8442/1	Papillary serous tumor of low malignant potential	NULL
8442/1	Serous adenofibroma of borderline malignancy	NULL
8442/1	Serous borderline tumor, NOS	1
8442/1	Serous cystadenofibroma of borderline malignancy	NULL
8442/1	Serous cystadenoma, borderline malignancy	NULL
8442/1	Serous papillary cystic tumor of borderline malignancy	NULL
8442/1	Serous surface papillary tumor of borderline malignancy	NULL
8442/1	Serous tumor, atypical proliferative	NULL
8442/1	Serous tumor, NOS, of low malignant potential	NULL
8443/0	Clear cell cystadenoma	1
8450/0	Papillary cystadenofibroma	NULL
8450/0	Papillary cystadenoma, NOS	1
8450/3	Papillary cystadenocarcinoma, NOS	1
8450/3	Papillocystic adenocarcinoma	NULL
8451/1	Papillary cystadenoma, borderline malignancy	1
8452/1	Papillary cystic tumor	NULL
8452/1	Solid and cystic tumor	NULL
8452/1	Solid and papillary epithelial neoplasm	NULL
8452/1	Solid pseudopapillary tumor	NULL
8452/1	Solid pseudopapillary tumor of ovary	1
8452/3	Papillary-cystic tumor	NULL
8452/3	Solid and papillary epithelial neoplasm	NULL
8452/3	Solid pseudopapillary carcinoma	NULL
8452/3	Solid pseudopapillary neoplasm	NULL
8452/3	Solid pseudopapillary neoplasm of pancreas	1
8452/3	Solid pseudopapillary neoplasm with high-grade carcinoma	NULL
8452/3	Solid-cystic tumor	NULL
8453/0	Intraductal papillary mucinous adenoma	1
8453/0	Intraductal papillary mucinous neoplasm (IPMN) with moderate dysplasia	NULL
8453/0	Intraductal papillary mucinous neoplasm with low-grade dysplasia	NULL
8453/0	Intraductal papillary mucinous tumor with intermediate dysplasia	NULL
8453/0	Intraductal papillary mucinous tumor with low-grade dysplasia	NULL
8453/0	Intraductal papillary mucinous tumor with moderate dysplasia	NULL
8453/0	IPMN with low-grade dysplasia	NULL
8453/2	Intraductal papillary mucinous carcinoma, non-invasive	NULL
8453/2	Intraductal papillary mucinous neoplasm (IPMN) with high-grade dysplasia	NULL
8453/2	Intraductal papillary mucinous neoplasm with high grade dysplasia	1
8453/2	IPMN with high-grade dysplasia	NULL
8453/3	Intraductal papillary mucinous carcinoma, invasive	NULL
8453/3	Intraductal papillary mucinous neoplasm (IPMN) with an associated invasive carcinoma	NULL
8453/3	Intraductal papillary mucinous neoplasm with an associated invasive carcinoma	1
8453/3	Intraductal papillary mucinous neoplasm with associated invasive carcinoma	NULL
8454/0	Cystic tumor of atrio-ventricular node	1
8454/0	Cystic tumor of the atrioventricular node	NULL
8455/2	Intraductal oncocytic papillary neoplasm, NOS	NULL
8455/2	Intraductal papillary mucinous neoplasm, oncocytic subtype	NULL
8455/2	IOPN	NULL
8455/3	Intraductal oncocytic papillary neoplasm with associated invasive carcinoma	NULL
8460/2	Serous borderline tumor, cribriform	NULL
8460/2	Serous borderline tumor, micropapillary	NULL
8460/2	Serous borderline tumor, micropapillary variant	1
8460/2	Serous carcinoma, non-invasive, low grade	NULL
8460/3	Invasive implants	NULL
8460/3	Low grade serous carcinoma	1
8460/3	Micropapillary serous carcinoma	NULL
8461/0	Serous surface papilloma	1
8461/2	Serous tubal intraepithelial carcinoma	NULL
8461/3	High grade serous carcinoma	1
8461/3	Primary serous papillary carcinoma of peritoneum	NULL
8470/0	Mucinous cystadenoma, NOS	1
8470/0	Mucinous cystic neoplasm with intermediate grade dysplasia	NULL
8470/0	Mucinous cystic neoplasm with intermediate grade intraepithelial neoplasia	NULL
8470/0	Mucinous cystic neoplasm with low-grade dysplasia	NULL
8470/0	Mucinous cystic neoplasm with low-grade intraepithelial neoplasia	NULL
8470/0	Mucinous cystic tumor with intermediate dysplasia	NULL
8470/0	Mucinous cystic tumor with low-grade dysplasia	NULL
8470/0	Mucinous cystic tumor with moderate dysplasia	NULL
8470/0	Mucinous cystoma	NULL
8470/0	Papillary mucinous cystadenoma, NOS	NULL
8470/0	Papillary pseudomucinous cystadenoma, NOS	NULL
8470/0	Pseudomucinous cystadenoma, NOS	NULL
8470/2	Mucinous cystadenocarcinoma, non-invasive	NULL
8470/2	Mucinous cystic neoplasm with high grade dysplasia	1
8470/2	Mucinous cystic neoplasm with high-grade intraepithelial neoplasia	NULL
8470/2	Mucinous cystic tumor with high-grade dysplasia	NULL
8470/3	Mucinous cystadenocarcinoma, NOS	1
8470/3	Mucinous cystic neoplasm with associated invasive carcinoma	NULL
8470/3	Mucinous cystic tumor with associated invasive carcinoma	NULL
8470/3	Papillary mucinous cystadenocarcinoma	NULL
8470/3	Papillary pseudomucinous cystadenocarcinoma	NULL
8470/3	Pseudomucinous adenocarcinoma	NULL
8470/3	Pseudomucinous cystadenocarcinoma, NOS	NULL
8472/1	Atypical proliferative mucinous tumor	NULL
8472/1	Mucinous adenofibroma of borderline malignancy	NULL
8472/1	Mucinous borderline tumor	NULL
8472/1	Mucinous cystadenofibroma of borderline malignancy	NULL
8472/1	Mucinous cystadenoma, borderline malignancy	NULL
8472/1	Mucinous cystic tumor of borderline malignancy	1
8472/1	Mucinous cystic tumor of low malignant potential	NULL
8472/1	Mucinous tumor, NOS, of low malignant potential	NULL
8472/1	Papillary mucinous cystadenoma, borderline malignancy	NULL
8472/1	Papillary mucinous tumor of low malignant potential	NULL
8472/1	Papillary pseudomucinous cystadenoma, borderline malignancy	NULL
8472/1	Pseudomucinous cystadenoma, borderline malignancy	NULL
8474/0	Seromucinous cystadenoma	1
8474/1	Seromucinous borderline tumor	1
8474/1	Seromucinous tumor, atypical proliferative	NULL
8474/3	Seromucinous carcinoma	1
8480/0	Mucinous adenoma	1
8480/0	Mucous gland adenoma	NULL
8480/2	HAMN	NULL
8480/2	High-grade appendiceal mucinous neoplasm	NULL
8480/2	High-grade appendiceal mucinous neoplasm (HAMN)	NULL
8480/2	LAMN	NULL
8480/2	Low grade appendiceal mucinous neoplasm	NULL
8480/3	Acinar adenocarcinoma, mucinous variant	NULL
8480/3	Appendiceal mucinous neoplasm with extra-appendiceal spread	NULL
8480/3	Colloid adenocarcinoma	NULL
8480/3	Colloid carcinoma	NULL
8480/3	Colloid carcinoma of lung	NULL
8480/3	Gelatinous adenocarcinoma	NULL
8480/3	Gelatinous carcinoma	NULL
8480/3	Mucinoid carcinoma	NULL
8480/3	Mucinous (colloid) acinar adenocarcinoma	NULL
8480/3	Mucinous (colloid) adenocarcinoma	NULL
8480/3	Mucinous adenocarcinoma	1
8480/3	Mucinous carcinoma	NULL
8480/3	Mucinous non-cystic carcinoma	NULL
8480/3	Mucinous tubular and spindle cell carcinoma	NULL
8480/3	Mucoid adenocarcinoma	NULL
8480/3	Mucoid carcinoma	NULL
8480/3	Mucous adenocarcinoma	NULL
8480/3	Mucous carcinoma	NULL
8480/3	Pseudomyxoma peritonei with unknown primary site	NULL
8480/6	Mucinous adenocarcinoma, metastatic	NULL
8480/6	Mucinous carcinoma peritonei	NULL
8480/6	Pseudomyxoma peritonei	1
8481/3	Carcinoma with mucin production	NULL
8481/3	Mucin-producing adenocarcinoma	1
8481/3	Mucin-producing carcinoma	NULL
8481/3	Mucin-rich salivary duct carcinoma	NULL
8481/3	Mucin-secreting adenocarcinoma	NULL
8481/3	Mucin-secreting carcinoma	NULL
8482/3	Adenocarcinoma, HPV-independent, gastric type	NULL
8482/3	Mucinous adenocarcinoma, endocervical type	NULL
8482/3	Mucinous carcinoma, gastric type	1
8483/2	Adenocarcinoma in situ, HPV-associated	NULL
8483/2	High-grade cervical glandular intraepithelial neoplasia	NULL
8483/3	Adenocarcinoma, HPV-associated	NULL
8483/3	HPV-associated multiphenotypic sinonasal carcinoma	NULL
8483/3	HPV-related multiphenotypic sinonasal carcinoma	NULL
8484/2	Adenocarcinoma in situ, HPV-independent, NOS	NULL
8484/2	Atypical lobular endocervical glandular hyperplasia	NULL
8484/2	Gastric-type adenocarcinoma in situ of cervix	NULL
8484/3	Adenocarcinoma, HPV-independent, NOS	NULL
8490/3	Acinar adenocarcinoma, signet-ring-like	NULL
8490/3	Mucinous carcinoma, signet-ring cell type	NULL
8490/3	Poorly cohesive carcinoma	NULL
8490/3	Poorly cohesive carcinoma with signet-ring cells	NULL
8490/3	Poorly cohesive carcinoma/signet-ring carcinoma	NULL
8490/3	Poorly cohesive carcinoma/signet-ring cell carcinoma	NULL
8490/3	Poorly cohesive cell carcinoma	NULL
8490/3	Signet ring cell adenocarcinoma	NULL
8490/3	Signet ring cell carcinoma	1
8490/3	Signet-ring cell / histiocytoid carcinoma	NULL
8490/3	Signet-ring cell–like acinar adenocarcinoma	NULL
8490/6	Krukenberg tumor	NULL
8490/6	Metastatic signet ring cell carcinoma	1
8500/2	Apocrine intraductal carcinoma	NULL
8500/2	Carcinoma in situ of male breast	NULL
8500/2	Cystic hypersecretory carcinoma, intraductal	NULL
8500/2	DCIS of high nuclear grade	NULL
8500/2	DCIS of intermediate nuclear grade	NULL
8500/2	DCIS of low nuclear grade	NULL
8500/2	DCIS, NOS	NULL
8500/2	DIN 3	NULL
8500/2	Ductal carcinoma in situ, NOS	NULL
8500/2	Ductal intraepithelial neoplasia 3	NULL
8500/2	Intercalated duct carcinoma	NULL
8500/2	Intercalated duct intraductal carcinoma	NULL
8500/2	Intraductal adenocarcinoma, noninfiltrating, NOS	NULL
8500/2	Intraductal carcinoma, apocrine	NULL
8500/2	Intraductal carcinoma, intercalated duct	NULL
8500/2	Intraductal carcinoma, mixed	NULL
8500/2	Intraductal carcinoma, noninfiltrating, NOS	1
8500/2	Intraductal carcinoma, NOS	NULL
8500/2	Intraductal carcinoma, oncocytic	NULL
8500/2	Low grade cribriform cystadenocarcinoma (LGCCC) 	NULL
8500/2	Mammary carcinoma, in situ  	NULL
8500/2	Mixed intraductal carcinoma	NULL
8500/2	Non-invasive mammary carcinoma 	NULL
8500/2	Oncocytic intraductal carcinoma	NULL
8500/3	Adenocarcinoma of anogenital mammary-like glands	NULL
8500/3	Adenocarcinoma of mammary gland type	NULL
8500/3	Basal-like carcinoma, NOS	NULL
8500/3	Basal-like salivary duct carcinoma	NULL
8500/3	Duct adenocarcinoma, NOS	NULL
8500/3	Duct carcinoma, NOS	NULL
8500/3	Duct cell adenocarcinoma	NULL
8500/3	Duct cell carcinoma	NULL
8500/3	Ductal adenocarcinoma	NULL
8500/3	Ductal carcinoma, NOS	NULL
8500/3	Infiltrating duct adenocarcinoma	NULL
8500/3	Infiltrating duct carcinoma, NOS	1
8500/3	Infiltrating ductal carcinoma, NOS	NULL
8500/3	Invasive breast carcinoma of no special type	NULL
8500/3	Invasive breast carcinoma, NOS	NULL
8500/3	Invasive carcinoma	NULL
8500/3	Invasive carcinoma of male breast	NULL
8500/3	Invasive carcinoma of no special type	NULL
8500/3	Invasive ductal carcinoma	NULL
8500/3	Primary ductal adenocarcinoma of lacrimal gland	NULL
8500/3	Salivary duct carcinoma	NULL
8501/2	Comedocarcinoma, noninfiltrating	1
8501/2	DCIS, comedo type	NULL
8501/2	Ductal carcinoma in situ, comedo type	NULL
8501/3	Comedocarcinoma, NOS	1
8502/3	Juvenile carcinoma of breast	NULL
8502/3	Mammary analogue secretory carcinoma	NULL
8502/3	Microsecretory adenocarcinoma	NULL
8502/3	Secretory carcinoma	1
8502/3	Secretory carcinoma of breast	NULL
8503/0	Duct adenoma, NOS	NULL
8503/0	Ductal adenoma	NULL
8503/0	Ductal papilloma	NULL
8503/0	Ductal papilloma, inverted	NULL
8503/0	Intra-ampullary papillary-tubular neoplasm, low-grade	NULL
8503/0	Intracholecystic papillary neoplasm with intermediate-grade intraepithelial neoplasia	NULL
8503/0	Intracholecystic papillary neoplasm with low-grade intraepithelial neoplasia	NULL
8503/0	Intracholecystic papillary neoplasm, low-grade	NULL
8503/0	Intracystic papillary neoplasm with intermediate grade intraepithelial neoplasia	NULL
8503/0	Intracystic papillary neoplasm with low-grade intraepithelial neoplasia	NULL
8503/0	Intraductal papillary neoplasm with intermediate grade neoplasia	NULL
8503/0	Intraductal papillary neoplasm with low-grade dysplasia	NULL
8503/0	Intraductal papillary neoplasm with low-grade intraepithelial neoplasia	NULL
8503/0	Intraductal papillary neoplasm, NOS	NULL
8503/0	Intraductal papilloma	1
8503/0	Intraductal papilloma with atypical ductal hyperplasia	NULL
8503/0	Large duct papilloma	NULL
8503/0	Major duct papilloma	NULL
8503/0	Microscopic papilloma	NULL
8503/0	Striated duct adenoma	NULL
8503/2	DCIS, papillary	NULL
8503/2	Ductal carcinoma in situ, papillary	NULL
8503/2	Intra-ampullary papillary-tubular neoplasm, high-grade	NULL
8503/2	Intracholecystic papillary neoplasm with high-grade intraepithelial neoplasia	NULL
8503/2	Intracholecystic papillary neoplasm, high-grade	NULL
8503/2	Intracystic papillary neoplasm with high-grade intraepithelial neoplasia	NULL
8503/2	Intracystic papillary tumor with high-grade dysplasia	NULL
8503/2	Intracystic papillary tumor with high-grade intraepithelial neoplasia	NULL
8503/2	Intraductal papillary adenocarcinoma, NOS	NULL
8503/2	Intraductal papillary carcinoma, NOS	NULL
8503/2	Intraductal papillary ductal carcinoma in situ	NULL
8503/2	Intraductal papillary neoplasm with high-grade dysplasia	NULL
8503/2	Intraductal papillary neoplasm with high-grade intraepithelial neoplasia	NULL
8503/2	Intraductal papillary tumor with high-grade dysplasia	NULL
8503/2	Intraductal papillary tumor with high-grade intraepithelial neoplasia	NULL
8503/2	Intraductal papilloma with DCIS	NULL
8503/2	Intraductal tubular-papillary neoplasm, high-grade	NULL
8503/2	Intraductal tubulopapillary neoplasm	NULL
8503/2	ITPN	NULL
8503/2	Noninfiltrating intraductal papillary adenocarcinoma	1
8503/2	Noninfiltrating intraductal papillary carcinoma	NULL
8503/2	Papillary carcinoma in situ of breast	NULL
8503/2	Papillary ductal carcinoma in situ	NULL
8503/3	Infiltrating and papillary adenocarcinoma	NULL
8503/3	Infiltrating and papillary adenocarcinoma of breast	NULL
8503/3	Infiltrating papillary adenocarcinoma	NULL
8503/3	Infiltrating papillary adenocarcinoma of breast	NULL
8503/3	Intracholecystic papillary neoplasm with associated invasive carcinoma	NULL
8503/3	Intracholestatic papillary neoplasm with associated invasive carcinoma	NULL
8503/3	Intracystic papillary neoplasm with associated invasive carcinoma	NULL
8503/3	Intraductal papillary adenocarcinoma with invasion	1
8503/3	Intraductal papillary neoplasm with associated invasive carcinoma	NULL
8503/3	Intraductal tubulopapillary neoplasm with associated invasive carcinoma	NULL
8503/3	Invasive papillary carcinoma	NULL
8503/3	Invasive papillary carcinoma of breast	NULL
8503/3	Papillary carcinoma of breast	NULL
8504/0	Intracystic papillary adenoma	1
8504/0	Intracystic papilloma	NULL
8504/2	Encapsulated papillary carcinoma	1
8504/2	Encysted papillary carcinoma, NOS	NULL
8504/2	Intracystic carcinoma, NOS	NULL
8504/2	Intracystic papillary adenocarcinoma	NULL
8504/2	Intracystic papillary carcinoma	NULL
8504/2	Noninfiltrating intracystic carcinoma	NULL
8504/3	Encapsulated papillary carcinoma with invasion	1
8504/3	Encysted papillary carcinoma with invasion	NULL
8504/3	Intracystic papillary carcinoma with invasion	NULL
8505/0	Diffuse intraductal papillomatosis	NULL
8505/0	Intraductal papillomatosis, NOS	1
8506/0	Adenoma of nipple	1
8506/0	Nipple adenoma	NULL
8506/0	Nipple duct adenoma	NULL
8506/0	Subareolar duct papillomatosis	NULL
8507/2	Ductal carcinoma in situ, micropapillary	NULL
8507/2	Intraductal carcinoma, clinging, high-grade	NULL
8507/2	Intraductal micropapillary carcinoma	1
8507/3	Micropapillary carcinoma of breast	NULL
8509/2	Breast carcinoma in situ, neuroendocrine	NULL
8509/2	Ductal carcinoma in situ, endocrine	NULL
8509/2	Ductal carcinoma in situ, neuroendocrine	NULL
8509/2	Ductal carcinoma in situ, spindle cell	NULL
8509/2	Endocrine mucin-producing sweat gland carcinoma in situ	NULL
8509/2	Solid papillary carcinoma in situ	1
8509/3	Endocrine mucin-producing sweat gland carcinoma	NULL
8509/3	Solid papillary carcinoma with invasion	1
8509/3	Tall cell carcinoma with reversed polarity	NULL
8510/3	Medullary adenocarcinoma	NULL
8510/3	Medullary-like carcinoma	NULL
8510/3	Renal medullary carcinoma, NOS	NULL
8510/3	SMARCB1-deficent dedifferentiated renal cell carcinoma of other specific subtypes	NULL
8510/3	SMARCB1-deficient dedifferentiated renal cell carcinoma	NULL
8510/3	SMARCB1-deficient medullary-like renal cell carcinoma	NULL
8510/3	SMARCB1-deficient renal medullary carcinoma	NULL
8510/3	SMARCB1-deficient undifferentiated renal cell carcinoma, NOS	NULL
8512/3	Adenocarcinoma with lymphoid stroma	NULL
8512/3	Carcinoma with lymphoid stroma	NULL
8512/3	Medullary carcinoma with lymphoid stroma	1
8513/3	Atypical medullary carcinoma	1
8514/3	Duct carcinoma, desmoplastic type	1
8519/2	LCIS, pleomorphic	NULL
